"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P10000","P400","P401","P402","P403","P404","P406S1","P407S1","P408","P4900","P807","P809","P809S1","P420","P171","P6850","P5971","P5971S1","P5971S1A1","P5971S2","P5971S2A1","P5971S3","P5971S3A1","P5971S4","P5971S4A1","P5971S5","P5971S5A1","P5971S6","P5971S6A1","P5971S7","P5971S7A1","P5971S8","P5971S8A1","P5971S9","P5971S9A1","P5971S10","P5971S10A1","LLAVEHOG","FEX_C"
6000205,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002051",508.545164808716
6000207,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002071",558.445678859727
6000208,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002081",246.492172233645
6000209,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002091",329.325183787585
6000209,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002091",329.325183787585
6000214,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002141",396.227495972382
6000216,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"8",2,"",1,"3",2,"",2,"",2,"",2,"",2,"",2,"","60002161",462.695354253605
6000216,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"4",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002161",462.695354253605
6000220,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002201",976.022109453392
6000221,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"6",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002211",503.473810306688
6000221,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002211",503.473810306688
6000222,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002221",595.687932620868
6000242,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002421",2981.91249350865
6000246,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002461",6731.09687718741
6000247,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002471",4593.67449984064
6000254,4,1,4,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002541",4355.30720076572
6000258,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"4",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002581",256.267569161402
6000260,2,2,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002602",412.836119371815
6000263,6,1,6,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002631",460.675809083164
6000269,7,1,7,7,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"5",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002691",421.853700118836
6000274,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002741",117.619272325861
6000280,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002801",168.478040825448
6000280,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"6",2,"",2,"",2,"",2,"",2,"",2,"",2,"",1,"3","60002801",168.478040825448
6000283,5,1,5,5,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002831",399.186404621677
6000290,5,1,5,6,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002901",218.806226977205
6000291,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002911",110.06394998141
6000292,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002921",296.149215057407
6000296,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60002961",812.595839572728
6000306,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003061",736.198258973313
6000307,4,2,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003072",492.912269257425
6000311,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003111",810.751598230217
6000311,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003111",810.751598230217
6000311,3,2,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003112",810.751598230217
6000319,4,1,4,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"3",2,"",2,"",2,"",2,"",1,"3",2,"",2,"",2,"","60003191",732.926576151247
6000321,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003211",629.999909611572
6000322,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"3",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003221",596.926258223017
6000324,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003241",785.264506724683
6000330,3,1,3,1,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003301",728.533505247436
6000332,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003321",512.874072707652
6000334,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"12",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003341",696.564130507311
6000338,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003381",878.965764594141
6000338,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003381",878.965764594141
6000339,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003391",533.181062046551
6000340,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003401",735.889067643508
6000340,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003401",735.889067643508
6000342,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003421",525.538164175931
6000343,6,1,6,6,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003431",546.526532422371
6000347,6,1,6,6,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003471",527.459246530637
6000351,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003511",162.339864831074
6000355,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",1,"10",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003551",1766.28458300657
6000355,5,1,5,5,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003551",1766.28458300657
6000365,4,1,4,4,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003651",566.837510292612
6000369,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003691",720.516916492474
6000378,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003781",611.967331528748
6000386,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003861",395.167590033805
6000387,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003871",371.27358377259
6000388,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003881",1006.49240881554
6000392,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003921",463.016667513443
6000393,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003931",839.291721267814
6000393,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003931",839.291721267814
6000395,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60003951",735.749269968337
