"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","ORDEN","P10000","P400","P401","P402","P403","P404","P406S1","P407S1","P408","P4900","P807","P809","P809S1","P420","P171","P6850","P5971","P5971S1","P5971S1A1","P5971S2","P5971S2A1","P5971S3","P5971S3A1","P5971S4","P5971S4A1","P5971S5","P5971S5A1","P5971S6","P5971S6A1","P5971S7","P5971S7A1","P5971S8","P5971S8A1","P5971S9","P5971S9A1","P5971S10","P5971S10A1","LLAVEHOG","FEX_C"
6007679,6,1,6,5,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076791",156.128737280159
6007680,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076801",153.285726291584
6007680,5,1,5,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076801",153.285726291584
6007681,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076811",147.599704314434
6007682,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076821",141.522290540038
6007683,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076831",150.442715303009
6007695,5,1,5,2,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076951",156.128737280159
6007695,6,1,6,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076951",156.128737280159
6007698,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"7",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60076981",144.756693325859
6007700,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"2",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077001",156.520129077405
6007715,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077151",159.36314006598
6007715,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077151",159.36314006598
6007716,4,1,4,2,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077161",143.973909731367
6007718,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077181",144.365301528613
6007723,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"10",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077231",150.442715303009
6007723,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"6",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077231",150.442715303009
6007728,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"1",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077281",144.756693325859
6007729,3,1,3,2,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077291",156.128737280159
6007730,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077301",150.051323505763
6007731,5,1,5,3,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077311",156.128737280159
6007732,3,1,3,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077321",153.285726291584
6007732,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077321",153.285726291584
6007733,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077331",141.130898742792
6007734,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"1",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077341",143.973909731367
6007734,5,1,5,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"1",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077341",143.973909731367
6007734,6,1,6,2,6,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077341",143.973909731367
6007744,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077441",1633.11682015099
6007752,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077521",1020.22171262008
6007758,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"5",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077581",345.60269031196
6007764,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60077641",569.655959704802
6007813,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078131",536.600033263888
6007814,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078141",494.929476860417
6007820,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078201",526.85330100631
6007821,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"3",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078211",525.51148731973
6007822,4,1,4,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078221",514.422941375572
6007822,5,1,5,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078221",514.422941375572
6007822,6,1,6,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078221",514.422941375572
6007828,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078281",1471.56639244629
6007828,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078281",1471.56639244629
6007872,5,1,5,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078721",246.492172233645
6007881,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"8",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078811",569.147676074122
6007884,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078841",415.977987462885
6007887,3,1,3,1,4,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"12",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078871",680.532840428286
6007887,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078871",680.532840428286
6007888,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078881",995.917635575481
6007888,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078881",995.917635575481
6007890,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078901",365.573950777516
6007891,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078911",507.172922185615
6007892,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60078921",6477.16709304866
6007903,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079031",4370.25038389965
6007910,3,1,3,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079101",5456.73343821198
6007910,4,1,4,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079101",5456.73343821198
6007915,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"4",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079151",5764.09844106113
6007939,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079391",254.223565818986
6007956,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079561",2245.53370373764
6007967,2,1,2,1,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"2",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079671",386.360011678708
6007968,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079681",155.65164788248
6007968,6,1,6,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079681",155.65164788248
6007969,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079691",239.980704373815
6007981,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079811",268.628557571501
6007985,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079851",312.234076692352
6007985,5,1,5,5,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079851",312.234076692352
6007999,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60079991",153.279485811409
6008001,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60080011",550.680093090451
6008013,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60080131",784.111154438084
6008013,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60080131",784.111154438084
6008019,2,1,2,2,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60080191",617.765966205835
6008019,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60080191",617.765966205835
6008025,3,1,3,3,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",1,"3",2,"",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60080251",820.7400592919
6008025,4,1,4,4,3,2,2,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,"",2,"",1,"1",2,"",2,"",2,"",2,"",2,"",2,"",2,"","60080251",820.7400592919
